benchmark,test_name,KET_ms,throughput,start,warmup_tries,num_runs,dtype,hardware_stats,in_dtype,out_dtype,m,k,n,p50_ms,p90_ms,avg_ms,std_ms,tflops_per_sec,total_flops,intensity,roofline_tflops_limit,peak_bw_at_size_gb_s,roofline_efficiency,total_duration_s,actual_runs,platform,device_count,local_device_count
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516109,4.636783399655542,0.0,2026-02-19T15:48:29.768976+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,1024,4096,512,4.652666999390931,4.704924799443688,4.636783399655542,0.06613331755775226,0.9262816322882509,4294967296,585.1428571428571,459.0,1600.0,0.20180427718698274,0.023500500000409374,5,cpu,1,1
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516109,8.773358600228676,0.0,2026-02-19T15:48:29.925103+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,1024,4096,1024,8.840917000270565,8.969441800036293,8.773358600228676,0.19379008426912508,0.9790930683918591,8589934592,819.2,459.0,1600.0,0.21331003668667953,0.04409954199945787,5,cpu,1,1
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516110,17.15533320020768,0.0,2026-02-19T15:48:30.130568+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,1024,4096,2048,17.454499999985273,17.784424800265697,17.15533320020768,0.6898136865989357,1.001430224846465,17179869184,1024.0,459.0,1600.0,0.21817651957439324,0.08600895800009312,5,cpu,1,1
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516110,14.690941799744905,0.0,2026-02-19T15:48:30.365163+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,2048,4096,512,14.814541999840003,15.10086699963722,14.690941799744905,0.4309497107727711,0.584709592420355,8589934592,682.6666666666666,459.0,1600.0,0.12738771076696187,0.07368249999944965,5,cpu,1,1
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516110,22.55088359979709,0.0,2026-02-19T15:48:30.512853+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,2048,4096,1024,22.89308399940637,23.211633400205756,22.55088359979709,0.7687798061697813,0.7618268751187464,17179869184,1024.0,459.0,1600.0,0.16597535405637176,0.1129797920002602,5,cpu,1,1
GeneralizedGemmBenchmark,GeneralizedGemmBenchmark_1771516110,37.9767249998622,0.0,2026-02-19T15:48:30.743745+00:00,2,5,bfloat16,"{'peak_tflops': 459.0, 'hbm_bw': 1600.0}",float8_e4m3fn,bfloat16,2048,4096,2048,37.78579199934029,38.57463360000111,37.9767249998622,0.5620229786531418,0.90475780542226,34359738368,1365.3333333333333,459.0,1600.0,0.19711499028807408,0.1901432090007802,5,cpu,1,1
